episodio_id,inizio,fine,n_post,n_parole_tot,primo_post,testo_unito,durata_min
115,2025-11-26 14:47:56.105000+00:00,2025-11-26 14:47:56.105000+00:00,1,288,115616545250020843,"The Creeps at the Failing New York Times are at it again. I won the 2024 Presidential Election in a Landslide, winning all Seven Swing States, the Popular Vote, and the Electoral College by a lot. I won our Nation's Districts by 2750 to 550, a complete wipeout. I settled 8 Wars, have 48 New Stock Market Highs, our Economy is Great, and our Country is RESPECTED AGAIN all over the World, respected like never before. The last Administration had the Highest Inflation in history - I have already brought that down to normal, and prices, including groceries, are coming down. To do this requires a lot of Work and Energy, and I have never worked so hard in my life. Yet despite all of this the Radical Left Lunatics in the soon to fold New York Times did a hit piece on me that I am perhaps losing my Energy, despite facts that show the exact opposite. They know this is wrong, as is almost every thing that they write about me, including election results, ALL PURPOSELY NEGATIVE. This cheap ""RAG"" is truly an ""ENEMY OF THE PEOPLE."" The writer of the story, Katie Rogers, who is assigned to write only bad things about me, is a third rate reporter who is ugly, both inside and out. Despite all of this, I have my highest Poll Numbers, ever, and with record setting investment being made in America, they should only go up. There will be a day when I run low on Energy, it happens to everyone, but with a PERFECT PHYSICAL EXAM AND A COMPREHENSIVE COGNITIVE TEST (""That was aced"") JUST RECENTLY TAKEN, it certainly is not now! GOD BLESS AMERICA & MAKE AMERICA GREAT AGAIN!!!",0.0
116,2025-11-29 12:22:14.799000+00:00,2025-11-29 12:22:14.799000+00:00,1,179,115632959311037868,"Tariffs have made our Country Rich, Strong, Powerful, and Safe. They have been successfully used by other Countries against us for Decades, but when it comes to Tariffs, and because of what I have set in place, WE HAVE ALL THE CARDS, and with a smart President, we always will! Wars have been stopped, and stronger relationships with other countries have been built, even though they are not allowed to rip off the United States anymore. The Stock Market and 401k’s have hit an all time high, Inflation, Prices and Taxes are DOWN. Education is being brought back to the States (where it belongs!), and our Military, and Southern Border, is the strongest they have ever been. The USA is respected again, respected like never before. All of this was brought about by Strong Leadership and TARIFFS, without which we would be a poor and pathetic laughingstock again. Evil, American hating Forces are fighting us at the United States Supreme Court. Pray to God that our Nine Justices will show great wisdom, and do the right thing for America!",0.0
117,2025-12-06 12:31:11.902000+00:00,2025-12-06 12:31:11.902000+00:00,1,106,115672630683376515,"Why would Fox and Friends Weekend (of all things?) put on a ""Stockbroker"" named Peter Schiff, a Trump hating loser who has already proven to be wrong. Either the show made a mistake, or it is heading in a different direction. He thinks prices are going up when, in fact, they are coming substantially down. Gasoline hit $1.99 a gallon yesterday, in certain states, and is down BIG since Biden. Other prices are almost all down. Biden caused the AFFORDABILITY CRISIS, I'M FIXING IT, along with everything else! Much of it, like the Border, is already fixed. Check out the ""booker"" who put this jerk on!",0.0
118,2025-12-08 14:25:51.030000+00:00,2025-12-08 14:25:51.030000+00:00,1,250,115684406134734247,"The only reason Marjorie ""Traitor"" Brown (Green turns Brown under stress!) went BAD is that she was JILTED by the President of the United States (Certainly not the first time she has been jilted!). Too much work, not enough time, and her ideas are, NOW, really BAD - She sort of reminds me of a Rotten Apple! Marjorie is not AMERICA FIRST or MAGA, because nobody could have changed her views so fast, and her new views are those of a very dumb person. That was proven last night when washed up, Trump hating, 60 Minutes ""correspondent,"" Lesley Stahl, who still owes me an apology from when she attacked me on the show (with serious conviction!), that Hunter Biden's LAPTOP FROM HELL was produced by Russia, not Hunter himself (TOTALLY PROVEN WRONG!), interviewed a very poorly prepared Traitor, who in her confusion made many really stupid statements. My real problem with the show, however, wasn't the low IQ traitor, it was that the new ownership of 60 Minutes, Paramount, would allow a show like this to air. THEY ARE NO BETTER THAN THE OLD OWNERSHIP, who just paid me millions of Dollars for FAKE REPORTING about your favorite President, ME! Since they bought it, 60 Minutes has actually gotten WORSE! Oh well, far worse things can happen. P.S. I hereby demand a complete and total APOLOGY, though far too late to be meaningful, from Lesley Stahl and 60 Minutes for her incorrect and Libelous statements about Hunter's Laptop!!! President DJT",0.0
119,2025-12-11 18:37:25.859000+00:00,2025-12-11 18:37:25.859000+00:00,1,135,115702382320619583,"I inherited a MESS from the Biden Administration — The Worst Inflation in History, and the Highest Prices our Country has ever seen. In other words, Affordability, just 13 months ago, was a DISASTER for the American People, but now, it's totally different! Prices are coming down FAST, Energy, Oil and Gasoline, are hitting five year lows, and the Stock Market today just hit an All Time High. Tariffs are bringing in Hundreds of Billions of Dollars, and we are respected as a Nation again. When will I get credit for having created, with No Inflation, perhaps the Greatest Economy in the History of our Country? When will people understand what is happening? When will Polls reflect the Greatness of America at this point in time, and how bad it was just one year ago?",0.0
120,2025-12-16 23:46:17.884000+00:00,2025-12-16 23:46:17.884000+00:00,1,224,115731908387416458,"Venezuela is completely surrounded by the largest Armada ever assembled in the History of South America. It will only get bigger, and the shock to them will be like nothing they have ever seen before — Until such time as they return to the United States of America all of the Oil, Land, and other Assets that they previously stole from us. The illegitimate Maduro Regime is using Oil from these stolen Oil Fields to finance themselves, Drug Terrorism, Human Trafficking, Murder, and Kidnapping. For the theft of our Assets, and many other reasons, including Terrorism, Drug Smuggling, and Human Trafficking, the Venezuelan Regime has been designated a FOREIGN TERRORIST ORGANIZATION. Therefore, today, I am ordering A TOTAL AND COMPLETE BLOCKADE OF ALL SANCTIONED OIL TANKERS going into, and out of, Venezuela. The Illegal Aliens and Criminals that the Maduro Regime has sent into the United States during the weak and inept Biden Administration, are being returned to Venezuela at a rapid pace. America will not allow Criminals, Terrorists, or other Countries, to rob, threaten, or harm our Nation and, likewise, will not allow a Hostile Regime to take our Oil, Land, or any other Assets, all of which must be returned to the United States, IMMEDIATELY. Thank you for your attention to this matter!DONALD J. TRUMP PRESIDENT OF THE UNITED STATES OF AMERICA",0.0
121,2025-12-17 03:00:00.457000+00:00,2025-12-17 03:00:00.457000+00:00,1,11,115732670084362796,"Trump orders 'blockade' of sanctioned oil tankers leaving, entering Venezuela: reuters.com/world/americas/tru",0.0
122,2025-12-23 17:55:40.717000+00:00,2025-12-23 17:55:40.717000+00:00,1,345,115770165868454573,"THE TRUMP RULE:The Financial News today was great — GDP up 4.2% as opposed to the predicted 2.5% (and this, despite the downward pressure of the recent Democrat Shutdown!) — But in the Modern Market, when you have good news, the Market stays even, or goes down, because Wall Street's ""heads"" are wired differently than they used to be. In the old days, when there was good news, the Market went up. Nowadays, when there is good news, the Market goes down, because everybody thinks that Interest Rates will be immediately lifted to take care of ""potential"" Inflation. That means that, essentially, we can never have a Great Market again, those Markets from the time when our Nation was building up, and becoming great. Strong Markets, even phenomenal Markets, don't cause Inflation, stupidity does! I want my new Fed Chairman to lower Interest Rates if the Market is doing well, not destroy the Market for no reason whatsoever. I want to have a Market the likes of which we haven't had in many decades, a Market that goes up on good news, and down on bad news, the way it should be, and the way it was. Inflation will take care of itself and, if it doesn't, we can always raise Rates at the appropriate time — But the appropriate time is not to kill Rallies, which could lift our Nation by 10, 15, and even 20 GDP points in a year — and maybe even more than that! A Nation can never be Economically GREAT if ""eggheads"" are allowed to do everything within their power to destroy the upward slope. We are going to be encouraging the Good Market to get better, rather than make it impossible for it to do so. We are going to see numbers that are far more natural, and far better, than they have ever been before. We are going to, MAKE AMERICA GREAT AGAIN! The United States should be rewarded for SUCCESS, not brought down by it. Anybody that disagrees with me will never be the Fed Chairman!",0.0
123,2025-12-25 00:02:26.784000+00:00,2025-12-25 00:02:26.784000+00:00,1,100,115777270368444049,"Merry Christmas to all, including the Radical Left Scum that is doing everything possible to destroy our Country, but are failing badly. We no longer have Open Borders, Men in Women's Sports, Transgender for Everyone, or Weak Law Enforcement. What we do have is a Record Stock Market and 401K's, Lowest Crime numbers in decades, No Inflation, and yesterday, a 4.3 GDP, two points better than expected. Tariffs have given us Trillions of Dollars in Growth and Prosperity, and the strongest National Security we have ever had. We are respected again, perhaps like never before. God Bless America!!! President DJT",0.0
124,2025-12-31 18:42:28.810000+00:00,2025-12-31 18:42:28.810000+00:00,1,15,115815648382815071,Putin 'attack' bluster shows Russia is the one standing in the way of peace: nypost.com/2025/12/30/opinion/,0.0
125,2026-01-03 09:21:19.588000+00:00,2026-01-03 09:21:19.588000+00:00,1,72,115830428767897167,"The United States of America has successfully carried out a large scale strike against Venezuela and its leader, President Nicolas Maduro, who has been, along with his wife, captured and flown out of the Country. This operation was done in conjunction with U.S. Law Enforcement. Details to follow. There will be a News Conference today at 11 A.M., at Mar-a-Lago. Thank you for your attention to this matter! President DONALD J. TRUMP",0.0
